C Modified,Time,Heat Number,Item Name,Batch Name,Pouring Status,Furnace Size,Furnace ID,Steel Values,Casting Grade,C,Si,Mn,P,S,Cr,Ni,Al,Mg,CE,Sug. C in Kg,Sug. Si in Kg,Sug Mn in Kg,Sug. P in Kg,Sug. S in Kg,Sug. Cr in Kg,Sug. Cu in Kg,Sug. Fe in Kg,
,25-02-2022 19:00:16,16(31A22),Item Not Found,Select Batch,Final,500,,Select Steel Values,SG400/15 ,3.244,2.354,0.305,0.021,0.005,0.006,0.017,0.012,0.054,4.036,,,,,,,,,
