C Modified,Time,Heat Number,Item Name,Batch Name,Pouring Status,Furnace Size,Furnace ID,Steel Values,Casting Grade,C,Si,Mn,P,S,Cr,Mo,Ni,Cu,Mg,Al,Sn,Ti,W,,,,,,CE,Sug.C in Kg,Sug.Si in Kg,Sug.Mn in Kg,Sug.P in Kg,Sug.S in Kg,Sug.Cr in Kg,Sug.Mo in Kg,Sug.Ni in Kg,Sug.Cu in Kg,Sug.Mg in Kg,Sug.Al in Kg,
,14-12-2023 19:05:44,397-F,Item Not Found,Select Batch,Final,500,FINAL,Select Steel Values,omkar,3.1600,2.0500,0.7780,0.0924,0.1140,0.1840,0.0144,0.0360,0.1990,0.0010,0.0021,0.0172,0.0271,0.0085,,,,,,3.9357,,,,,,,,,,,,
