Sr No,Steel Value Name,C,Si,Mn,P,Co,S,Cr,Mo,Ni,Nb,Cu,Al,B,Ca,Zr,Mg,Pb,Sn,Ti,Zn,V,N,Ce,Fe,Bi,As,Se,Sb,La,-,
1,3TB110,0.47,0.12,0.02,0.03,,0.04,0.02,0,0,0,0.002,0,0,0,0,0.005,0,0,0,0,0,0,0,98.46,0,0,0,0,0,
